"Cart Product ID","SKU","Product","Price","hsCode","country","Weight","Length","Width","Height",
"#44645149835554","PNU5AGR3361S","Nutrifield Fulife - 5L","65.00","","","5","0","0","0",
"#47088315760930","PMEGR4056S","Nutrifield Mesh Pot 150MM Suits 15L Pot","8.00","","","0.2","32","32","14",
"#47088351019298","PNUPGR4057S","Nutrifield Mesh Pot 200mm Suits 15L Pot","8.00","","","0.2","0","0","0",
"#44645214847266","PNU1AGR3341S","Nutrifield pH Down Concentrate - 1L","18.00","","","1","0","0","0",
"#44645236900130","PNU2AGR3340S","Nutrifield pH Down Concentrate - 250ml","8.00","","","0.3","15.5","7","7",
"#44645214880034","PNU5AGR3342S","Nutrifield pH Down Concentrate - 5L","85.00","","","5","0","0","0",
"#44645274943778","PNU1AGR3344S","Nutrifield pH Up Concentrate - 1L","18.00","","","1","24","9","8.75",
"#44645274911010","PNU2AGR3343S","Nutrifield pH Up Concentrate - 250ml","8.00","","","0.25","0","0","0",
"#44645303681314","PNU1FGR3362S","Nutrifield PK Heavy - 1L","30.00","","","1","24","9","8.75",
"#44645303714082","PNU5FGR3363S","Nutrifield PK Heavy - 5L","95.00","","","5","0","0","0",
"#44591791178018","PNUGGR3346S","Nutrifield Pot Liner 30L/3 PACK","12.00","","","0.2","0","0","0",
"#47106819948834","PNU1BPGR4068S","Nutrifield Pro Plastic Plant Pots - 15L / Bucket","7.50","","","2","0","0","0",
"#47106820014370","PNU1MPGR4069S","Nutrifield Pro Plastic Plant Pots - 15L / Mesh","7.50","","","0.75","32","32","29",
"#47106768142626","PNU1PGR4066S","Nutrifield Pro Plastic Plant Pots - 15L / Open Stand","7.50","","","2","0","0","0",
"#47106820047138","PNU2BPGR4070S","Nutrifield Pro Plastic Plant Pots - 27L / Bucket","10.00","","","1","41","41","33",
"#47106820079906","PNU2MPGR4071S","Nutrifield Pro Plastic Plant Pots - 27L / Mesh","10.00","","","3","0","0","0",
"#47106768175394","PNU2PGR4067S","Nutrifield Pro Plastic Plant Pots - 27L / Open Stand","10.00","","","3","0","0","0",
"#44835035480354","PNU1AGR3364S","Nutrifield Root Nectar - 1L","50.00","","","1.2","24","9","8.75",
"#44835035513122","PNU5AGR3365S","Nutrifield Root Nectar - 5L","150.00","","","5","0","0","0",
"#44835054747938","PNU1VGR3366S","Nutrifield Veg Ignitor - 1L","60.00","","","1.2","24","9","8.75",
"#44835054780706","PNU5VGR3367S","Nutrifield Veg Ignitor - 5L","200.00","","","5","0","0","0",
"#47031906074914","POPGR4033S","Open Mesh Seedling Tray","25.00","","","0.25","0","0","0",
"#44591793504546","POPEGR3394S","Opticlimate 15000 Pro3","7500.00","","AU","160","125","81","54",
"#45223000604962","PORGR3870S","Organic Gardening Solutions Alfalfa Mulch 1kg","16.00","","","1","0","0","0",
"#45223245119778","PORGR3876S","Organic Gardening Solutions Amino Acids 1L","35.00","","","1","0","0","0",
"#45223270121762","PORGR3877S","Organic Gardening Solutions IPM Spray 1L","75.00","","","1","0","0","0",
"#47216045818146","PLIFGR4115S","Organic Gardening Solutions Liquid Organic Fertiliser","40.00","","","1.1","0","0","0",
"#45223013450018","PORGR3871S","Organic Gardening Solutions Mycorrhizae Fungi 100g","36.00","","","0.1","23","14","6",
"#45223272153378","PORGR3878S","Organic Gardening Solutions No Till Nutrient Kit 2kg","50.00","","","2","0","0","0",
"#45231067595042","POGGR3881S","Organic Gardening Solutions Organic Gardening Microorganisms (OGM) 1L","45.00","","","1","0","0","0",
"#45223284867362","POGGR3879S","Organic Gardening Solutions P-Solubalizing Microbes 100ml","24.00","","","0.1","0","0","0",
"#45336809668898","POGSGR3932S","Organic Gardening Solutions Rice Hulls 25L (3.5kg)","25.00","","","3.5","36","36","22",
"#47216462790946","POGGR4116S","Organic Gardening Solutions Sphagnum Peat Moss","35.00","","","6","36","36","22",
"#45223042056482","POGLGR3874S","Organic Gardening Solutions Tea Kits - Flower Tea Kit","50.00","","","1","0","0","0",
"#45223042023714","POGVGR3873S","Organic Gardening Solutions Tea Kits - Veg Tea Kit","50.00","","","1","0","0","0",
"#45223286276386","PORMGR3880S","Organic Gardening Solutions Top-Dress Kit 1.5kg","30.00","","","2","0","0","0",
"#45223142293794","POGGR3875S","Organic Gardening Solutions Trichoderma Fungi Blend","20.00","","","0.1","0","0","0",
"#44591805169954","PORAGR3615S","Organic XSEED 100ml","14.00","","","0.1","0","0","0",
"#44591803564322","POZGR3586S","Ozenaid Ozone Water Conditioning Unit","50.00","","","5","0","0","0",
"#44591785541922","PPARGR3194S","Panda Film 30m x 3m x 220micron","150.00","","","23","80","22","17",
"#44591792324898","PPHGR3372S","PHILIPS 315W/ 930 CDM PP MH","0.00","","","0","0","0","0",
"#44591792292130","PPHLGR3371S","Philips Master Greenpower CMH Lamp - 315w | 942 | Pgz18 | Veg","165.00","","","0.1","0","0","0",
"#44591785574690","PPHLGR3195S","Philips Master GreenPower Plus 600W 400V","85.00","","","0.2","0","0","0",
"#44835571958050","PPH1CGR3532S","Phresh Carbon Filter - 100mm x 300mm","110.00","","","2","35","20","20",
"#44835578216738","PPH1CGR3533S","Phresh Carbon Filter - 125mm x 400mm","130.00","","","4","37","26","26",
"#44835579822370","PPH1CGR3534S","Phresh Carbon Filter - 150mm x 300mm","140.00","","","4","37","26","26",
"#44835581165858","PPH1CGR3535S","Phresh Carbon Filter - 150mm x 600mm","205.00","","","10","67","26","26",
"#44835581821218","PPH2CGR3536S","Phresh Carbon Filter - 200mm x 500mm","225.00","","","9","58","31","31",
"#44835582804258","PPH2CGR3537S","Phresh Carbon Filter - 250mm 1000mm","450.00","","","23","108","36","36",
"#44835586212130","PPH3CGR3539S","Phresh Carbon Filter - 300mm x 1000mm","495.00","","","29","108","41","41",
"#44835585687842","PPH3CGR3538S","Phresh Carbon Filter - 300mm x 500mm","300.00","","","15","58","41","41",
"#44591800680738","PPHGR3531S","PHRESH HYPER CLIMATE V2","0.00","","","0","0","0","0",
"#45137489494306","PPHEGR3771S","Phresh Hyper Fan Climate Control V2","150.00","","","1","0","0","0",
"#45161673392418","PPH1FGR3775S","Phresh Hyperfan V1 - 150mm","150.00","","","4","0","0","0",
"#45161673425186","PPH2FGR3776S","Phresh Hyperfan V1 - 200mm","225.00","","","4","0","0","0",
"#45161673457954","PPH2FGR3777S","Phresh Hyperfan V1 - 250mm","300.00","","","4","0","0","0",
"#44607861555490","PPH1EGR3519S","Phresh Hyperfan V2 - 150mm","275.00","","","2","23","23","19",
"#44607861588258","PPH2EGR3520S","Phresh Hyperfan V2 - 200mm","375.00","","","3","28","28","22",
"#44607861621026","PPH2EGR3521S","Phresh Hyperfan V2 - 250mm","450.00","","","5.5","34","34","27",
"#45113129730338","PPH6CGR3541S","Phresh InLine Filter - 6” / 150cm","200.00","","AU","13","76","31","31",
"#44591801434402","PPH8CGR3540S","Phresh InLine Filter - 8” / 200cm","350.00","","AU","17.5","86","36.5","36.5",
"#44835491643682","PPH1IGR3522S","Phresh Silenced Hyper Fan - 150mm","420.00","","","4","58","26","26",
"#44835491676450","PPH2IGR3523S","Phresh Silenced Hyper Fan - 200mm","525.00","","","6","73","31","31",
"#44835491709218","PPH2IGR3524S","Phresh Silenced Hyper Fan - 250mm","700.00","","","8","90","36","36",
"#47153410179362","PPH3IGR4076S","Phresh Silenced Hyper Fan - 300mm","900.00","","","8","105","41","41",
"#47174218940706","PPLGR4104S","Plant YoYo Yellow Twin Hook Pack of 12","20.00","","","0","0","0","0",
"#45360784605474","PPL1PGR3934S","Plastic Net Pot - 145mm wide 100mm deep","5.00","","","0.2","0","0","0",
"#45360784638242","PPL2PGR3935S","Plastic Net Pot - 200mm wide 130mm deep","10.00","","","0.4","0","0","0",
"#45360784572706","PPL8PGR3933S","Plastic Net Pot - 85mm wide 75mm deep","3.00","","","0.1","0","0","0",
"#47107042967842","PPL1GR4073S","Plastic Plant Pots - 18L","5.50","","","2","0","0","0",
"#47107043033378","PPL2GR4074S","Plastic Plant Pots - 27L","9.50","","","3","0","0","0",
"#45361010802978","PPLGR3936S","Plastic Square Pot 4L","2.50","","","0.1","220","150","150",
"#47338678747426","","Pot Saucers - 250mm / Black","2.00","","","0.1","0","0","0",
"#47106730197282","PPO4BPGR4059S","Pot Saucers - 400mm / Black","6.00","","","0.1","0","0","0",
"#47106730262818","PPO5BPGR4061S","Pot Saucers - 500mm / Black","10.00","","","0.1","0","0","0",
"#47106745991458","PPO6WPGR4063S","Pot Saucers - 630mm / White","15.00","","","0.1","0","0","0",
"#44835811295522","PPO2GGR3542S","Pot Sox 3 pack - 20L","10.00","","","0","0","0","0",
"#44835811328290","PPO3GGR3543S","Pot Sox 3 pack - 30L","10.00","","","0.2","0","0","0",
"#44835815260450","PPO5GGR3544S","Pot Sox 3 pack - 50L","12.00","","","0.3","0","0","0",
"#47408180232482","","Potami Black Vinyl Poly Tubing - 19mm x 1m","3.00","","AU","0.25","32","32","5",
"#44591785640226","PPOTGR3196S","Powerhouse Mylar Clone Tent 90X60X90","130.00","","","9","0","0","0",
"#44835827155234","PPO2GGR3197S","PowerHouse Mylar Grow Tent - 2.4 X 1.2 X 2.0m","300.00","","","25","0","0","0",
"#44835827188002","PPO2GGR3198S","PowerHouse Mylar Grow Tent - 2.4 X 2.4 X 2.0m","550.00","","","25","0","0","0",
"#44835827220770","PPO2GGR3199S","PowerHouse Mylar Grow Tent - 2.4 X 2.4 X 2.35m","600.00","","","30","0","0","0",
"#44591785771298","PPOLGR3200S","Powerplant Electronic Ballast SE or DE 1000W","350.00","","","6","0","0","0",
"#45122312143138","PPPFGR3766S","PPC Duct Tape","12.50","","","0.1","0","0","0",
"#44591802384674","PPRLGR3565S","Pro Grow Digital Ballast Diamond Edition 600W/240V","250.00","","","4","0","0","0",
"#44836696391970","PPR1LGR3564S","Pro Grow HPS Lamp - 400v - 1000w DE 2K","100.00","","","0.5","0","0","0",
"#44836696359202","PPR6LGR3563S","Pro Grow HPS Lamp - 400v - 600w DE 2K","120.00","","","0.5","0","0","0",
"#44836696326434","PPR6LGR3562S","Pro Grow HPS Lamp - 400v - 620w SE 2K","45.00","","","0.5","0","0","0",
"#44836246389026","PPR1LGR3561S","Pro Grow MH Lamp 400v - 1000W 10K DE","125.00","","","1","0","0","0",
"#44836246323490","PPR1LGR3559S","Pro Grow MH Lamp 400v - 1000W 4K DE","125.00","","","1","0","0","0",
"#44836246159650","PPR1LGR3554S","Pro Grow MH Lamp 400v - 1000W 4K SE","75.00","","","1","0","0","0",
"#44836246356258","PPR1LGR3560S","Pro Grow MH Lamp 400v - 1000W 6K DE","125.00","","","1","0","0","0",
"#44836246192418","PPR1LGR3555S","Pro Grow MH Lamp 400v - 1000W 6K SE","75.00","","","1","0","0","0",
"#44836246028578","PPR4LGR3547S","Pro Grow MH Lamp 400v - 400W 10K SE","50.00","","","1","0","0","0",
"#44836245995810","PPR4LGR3546S","Pro Grow MH Lamp 400v - 400W 4K SE","50.00","","","1","0","0","0",
"#44836246290722","PPR6LGR3558S","Pro Grow MH Lamp 400v - 600W 10K DE","50.00","","","1","0","0","0",
"#44836246126882","PPR6LGR3550S","Pro Grow MH Lamp 400v - 600W 10K SE","50.00","","","1","0","0","0",
"#44836246225186","PPR6LGR3556S","Pro Grow MH Lamp 400v - 600W 4K DE","100.00","","","1","0","0","0",
"#44836246061346","PPR6LGR3548S","Pro Grow MH Lamp 400v - 600W 4K SE","50.00","","","1","0","0","0",
"#44836246257954","PPR6LGR3557S","Pro Grow MH Lamp 400v - 600W 6K DE","100.00","","","1","0","0","0",
"#44836246094114","PPR6LGR3549S","Pro Grow MH Lamp 400v - 600W 6K SE","50.00","","","1","0","0","0",
"#44836215226658","PPR6LGR3553S","Pro Grow MH Lamp 400v - 620W 10K SE","50.00","","","1","0","0","0",
"#44836215161122","PPR6LGR3551S","Pro Grow MH Lamp 400v - 620W 4K SE","50.00","","","1","0","0","0",
"#44836215193890","PPR6LGR3552S","Pro Grow MH Lamp 400v - 620W 6K SE","50.00","","","1","0","0","0",
"#44836668408098","PPR1FGR3545S","Pro PK - 1L","15.00","","","1","0","0","0",
"#47299976921378","","Professor's Nutrients Hydro Clay Balls 10L","20.00","","AU","5.3","32.5","20","17.5",
"#47032014635298","PPRPGR4035S","Propagation Dome for Seedling Tray","30.00","","","0.25","0","0","0",
"#47211657724194","PPRPGR4114S","Propagation Knife","2.00","","","0.1","0","0","0",
"#44591792357666","PQULGR3373S","Quantum 600W Digital Ballast 120/240V Dimmable","120.00","","","7","0","0","0",
"#45300232913186","PQUPGR3919S","Quick Stix Canopy Stakes","20.00","","","0.3","0","0","0",
"#44929468104994","PRECGR3637S","Replacement filter for Ionmax+ EcorPro DryFan series","30.00","","","0.1","0","0","0",
"#44836806361378","PRO1FGR3566S","Rock Burst Organic Flowering Additive - 1L","40.00","","","1","0","0","0",
"#44836806394146","PRO5FGR3567S","Rock Burst Organic Flowering Additive - 5L","170.00","","","5","0","0","0",
"#44837010702626","PRO1BNGR3569S","Rock Fusion Grow & Bloom Nutrient - 1L / Bloom","30.00","","","1","0","0","0",
"#44837010669858","PRO1GNGR3568S","Rock Fusion Grow & Bloom Nutrient - 1L / Grow","30.00","","","1","0","0","0",
"#44837010768162","PRO5BNGR3571S","Rock Fusion Grow & Bloom Nutrient - 5L / Bloom","100.00","","","5","0","0","0",
"#44837010735394","PRO5GNGR3570S","Rock Fusion Grow & Bloom Nutrient - 5L / Grow","95.00","","","5","0","0","0",
"#44837020631330","PRO1FGR3572S","Rock Resinator - 1L","35.00","","","1","0","0","0",
"#44837020664098","PRO5FGR3573S","Rock Resinator - 5L","140.00","","","6","0","0","0",
"#44837042651426","PRO1AGR3574S","Rock Supercharge - 1L","30.00","","","1","0","0","0",
"#44837042716962","PRO2AGR3576S","Rock Supercharge - 20L","0.00","","","20","0","0","0",
"#44837042684194","PRO5AGR3575S","Rock Supercharge - 5L","120.00","","","5","0","0","0",
"#44591785935138","PROAGR3203S","ROOT!T Cutting Mist 100 ml","15.00","","","0.1","0","0","0",
"#44591785902370","PROAGR3202S","ROOT!T First Feed 125ml","10.00","","","0.125","0","0","0",
"#44591786098978","PROGGR3206S","ROOT!T Propagation Sponges Bag of 50","45.00","","","0.2","0","0","0",
"#44591785967906","PROCGR3204S","ROOT!T Rooting Gel 150ml","10.00","","","0.15","0","0","0",
"#44591786131746","PROPGR3207S","ROOT!T- 24 Cell Rooting Sponges","20.00","","","0.2","0","0","0",
"#44591794684194","PSCPGR3413S","Scarid Fly Drench 45ml","30.00","","","0.045","0","0","0",
"#45083307835682","PSC5MGR3762S","ScrogCo Trellis System - 58x56x4","65.00","","","3","0","0","0",
"#45084544074018","PSC6MGR3761S","ScrogCo Trellis System - 67x51x4","65.00","","","3.5","0","0","0",
"#47162980139298","PSE1GR4077S","Seahawk Grow Tent - 100cm x 100cm x 200cm","210.00","","","12.3","105","25","15",
"#47211430019362","PSE1GR4112S","Seahawk Grow Tent - 120cm x 120cm x 200cm","210.00","","","15.4","125","25","17",
"#46934362259746","PSE1GR4008S","Seahawk Grow Tent - 145cm x 80cm x 200cm","195.00","","","14.5","105","25","17",
"#45204794835234","PSEGR3818S","Self-Watering Fabric Pot Base, 4-Pack","0.00","","","0.0083","0","0","0",
"#46632857272610","PSHGR3985S","Shop Floor Plant Sale","0.00","","","0","0","0","0",
"#45579384979746","PSIGGR3975S","Silky Gomboy Folding Saw","47.50","","","1","0","0","0",
"#44601382011170","PSI1DGR3312S","Silver Aluminium Air Ducting 5m - 100mm","10.00","","AU","0.55","22","12.5","12.5",
"#44601382043938","PSI1DGR3313S","Silver Aluminium Air Ducting 5m - 125mm","15.00","","AU","0.6","22","14","14",
"#44601382076706","PSI1DGR3314S","Silver Aluminium Air Ducting 5m - 150mm","14.00","","AU","0.75","22","17","17",
"#44601382109474","PSI2DGR3315S","Silver Aluminium Air Ducting 5m - 200mm","20.00","","AU","1","21.5","21.5","20",
"#44601382142242","PSI2DGR3316S","Silver Aluminium Air Ducting 5m - 250mm","25.00","","AU","1.1","26","26","18",
"#44601382175010","PSI3DGR3317S","Silver Aluminium Air Ducting 5m - 300mm","35.00","","AU","1.5","38","37","28",
"#44837417713954","PSO4LGR3577S","SolisTek HPS DE 2K Lamp - 400W","50.00","","","0.3","0","0","0",
"#44837417746722","PSO6LGR3578S","SolisTek HPS DE 2K Lamp - 600W","60.00","","","0.3","0","0","0",
"#44837398642978","PSO1LGR3581S","SolisTek MH SE 4K Lamp - 1000W 6K","100.00","","","0.3","0","0","0",
"#44837398577442","PSO6LGR3579S","SolisTek MH SE 4K Lamp - 600W 4K","60.00","","","0.3","0","0","0",
"#44837398610210","PSO6LGR3580S","SolisTek MH SE 4K Lamp - 600W 6K","60.00","","","0.3","0","0","0",
"#45496410833186","PST1CGR3958S","Stainless Steel Clamps - 100mm 4inch","4.00","","","0.1","0","0","0",
"#45496410865954","PST1CGR3959S","Stainless Steel Clamps - 150mm 6inch","5.00","","","0.1","0","0","0",
"#45496410898722","PST2CGR3960S","Stainless Steel Clamps - 200mm 8inch","6.00","","","0.1","0","0","0",
"#45496410931490","PST2CGR3961S","Stainless Steel Clamps - 250mm 10inch","7.00","","","0.1","0","0","0",
"#45496410964258","PST3CGR3962S","Stainless Steel Clamps - 300mm 12inch","8.00","","","0.1","0","0","0",
"#44591786328354","PSTLGR3210S","Starlight T-55 Replacement Tube 6400K","7.50","","","0.1","0","0","0",
"#45107399065890","PSTGR3764S","Starlite 4x55w c/w 2700k tubes with Series Port","125.00","","","3","0","0","0",
"#47174328975650","PSTPGR4108S-2","Sterile Disposable Scalpel - Box of 10","20.00","","","0.1","10.5","10","1",
"#47174328942882","PSTPGR4108S","Sterile Disposable Scalpel - Single","2.50","","","0.01","10.5","1.3","1",
"#44591803433250","PSUGR3583S","SUN PULSE 1000W","0.00","","","0","0","0","0",
"#44591803400482","PSUGR3582S","SUN PULSE PS MH 10K LAMP","0.00","","","0","0","0","0",
"#46934840049954","PUNGR4016S","Super Dome Propagation Dome and Tray","20.00","","","0.3","0","0","0",
"#44591797666082","PSUAGR3470S","Super Thrive Vitamin Growth Enhancer 120ml","30.00","","","0.12","0","0","0",
"#44591797731618","PSYLGR3471S","Sylvania Gro-Lux F36W T8 Fluorescent Light 1200MM","20.00","","AU","0.2","120","3","3",
"#44591792750882","PTEGR3378S","TENT JUNGLE ROOM 120 X 120 X 200","0.00","","","0","0","0","0",
"#44591803466018","PTEAGR3584S","Terpinator 1L","55.00","","","1","0","0","0",
"#44591792718114","PTEFGR3377S","Tesa Aluminium Tape Reinforced 75mm x 50M","35.00","","","0.25","0","0","0",
"#45064406630690","PTH1GR3759S","Thermal Ducting 1/2 inch / 55mm - 1.5m","19.95","","","0","0","0","0",
"#45064422981922","PTH8GR3760S","Thermal Ducting 1/2 inch / 55mm - 8m","65.00","","","0","0","0","0",
"#45576047329570","PTOGGR3970S","Tobisho Type A Brazed Pruning Shears Yasugi Carbon Steel 200mm","195.00","","","1","0","0","0",
"#45579373773090","PTOGGR3974S","Tomita Nisaku Hori Hori Garden Knife","55.00","","AU","0.5","31","7","2",
"#45576027013410","PTOGGR3969S","Toyama Hamono Hidehisa Pruning Secateurs T19","140.00","","","1","0","0","0",
"#45579393237282","PTOGGR3976S","Toyama Hamono Hidehisa Secateurs 200mm T14","165.00","","","1","0","0","0",
"#45576060240162","PTOGGR3971S","Toyama Hamono Hidehisa Secateurs Pruning Shears 200mm T13","185.00","","","0","0","0","0",
"#45579351032098","PTOGGR3972S","Toyama Hamono Ueki Pruning Shears T3","160.00","","","1","0","0","0",
"#44591793176866","PTRTGR3385S","Trimpro Rotor Table","350.00","","","10","0","0","0",
"#44591793111330","PTRTGR3384S","Trimpro Trimbox Workstation Table","350.00","","","10","0","0","0",
"#44591797764386","PTUGR3472S","TURBO KLONE STEM COLLARS PK 52","0.00","","","0","0","0","0",
"#44591797797154","PTUGR3473S","TURBO KLONE T 48 DOME ONLY (REPLACEMENT)","0.00","","","0","0","0","0",
"#44944201515298","PUSSGR3737S","US Pint 473ml Ball Mason Heritage Collection Green Jar","10.00","","","0.1","0","0","0",
"#44591793242402","PVAGR3387S","VAC SEALER CHEFS AID VAC FRESH","0.00","","","0","0","0","0",
"#44591793209634","PVAGR3386S","VACUUM BAGS CHEFS AID 550X300MM","0.00","","","0","0","0","0",
"#45203862815010","PWAMGR3779S","Way2Grow Professional Coco Probiotics","50.00","","","0.3","0","0","0",
"#44591803531554","PWEIGR3585S","Westaflex 250mm 80w Centrifugal Fan","200.00","","","10","0","0","0",
"#44591784886562","PWHLGR3186S","White Cooltube with External Reflector 150MM X 600","95.00","","","5","0","0","0",
"#44591793439010","PYGR3392S","Y-JOINER (Y2) (250X200X1) X (200/150X2)","0.00","","","0","0","0","0",
"#44591793471778","PYGR3393S","Y-JOINER (Y3) (300X250X1) X (250/200X2)","0.00","","","0","0","0","0",
"#44591793406242","PYGR3391S","Y-JOINER PVC 150 X 150 X 150","0.00","","","0","0","0","0",
"#45122322792738","PZIFGR3767S","Zipper Tape - Self Adhesive Single","14.00","","","0.1","0","0","0",
